Words,Meanings,Characters,Spellings,Levels
合う,to match,あう,au,4
小鳥,small bird,ことり,kotori,4
電報,telegram,でんぽう,denpō,4
星,star,ほし,hoshi,4
申す,"(humble) to be called, to say",もうす,mōsu,4
失敗,"failure, mistake",しっぱい,shippai,4
汽車,steam train,きしゃ,kisha,4
下宿,lodging,げしゅく,geshuku,4
思う,"to think, to feel",おもう,omō,4
機会,opportunity,きかい,kikai,4
皆,everybody,みな,mina,4
苦い,bitter,にがい,nigai,4
特に,"particularly, especially",とくに,tokuni,4
乾く,to get dry,かわく,kawaku,4
葉,leaf,は,ha,4
かっこう,appearance,,kakkō,4
昼休み,noon break,ひるやすみ,hiruyasumi,4
以下,less than,いか,ika,4
彼ら,they,かれら,karera,4
寄る,to visit,よる,yoru,4
字,character,じ,ji,4
厳しい,strict,きびしい,kibishii,4
優しい,kind,やさしい,yasashii,4
たいてい,usually,,taitei,4
花見,cherry-blossom viewing,はなみ,hanami,4
注射,injection,ちゅうしゃ,chūsha,4
大分,greatly,だいぶ,daibu,4
ベル,bell,,beru,4
景色,"scene, landscape",けしき,keshiki,4
しかる,a particular,,shikaru,4
日記,journal,にっき,nikki,4
お礼,expression of gratitude,おれい,orei,4
集る,to gather,あつまる,atsumaru,4
大体,generally,だいたい,daitai,4
なるほど,now I understand,,naruhodo,4
公務員,government worker,こうむいん,kōmuin,4
警察,police,けいさつ,keisatsu,4
空気,"air, atmosphere",くうき,kūki,4
周り,surroundings,まわり,mawari,4
汚れる,to get dirty,よごれる,yogoreru,4
約束,promise,やくそく,yakusoku,4
砂,sand,すな,suna,4
笑う,"to laugh, to smile",わらう,warau,4
しっかり,"firmly, steadily",,shikkari,4
住所,"an address, a residence",じゅうしょ,jūsho,4
すり,pickpocket,,suri,4
注意,caution,ちゅうい,chūi,4
仕方,method,しかた,shikata,4
無理,impossible,むり,muri,4
触る,to touch,さわる,sawaru,4
押し入れ,closet,おしいれ,oshiire,4
さ来月,the month after next,さらいげつ,saraigetsu,4
ビル,building or bill,,biru,4
歯医者,dentist,はいしゃ,haisha,4
知らせる,to notify,しらせる,shiraseru,4
点,"point, dot",てん,ten,4
予定,arrangement,よてい,yotei,4
火事,fire,かじ,kaji,4
出席,to attend,しゅっせき・する,shusseki-suru,4
壁,wall,かべ,kabe,4
植える,"to plant, to grow",うえる,ueru,4
生産,to produce,せいさん・する,seisan-suru,4
法律,law,ほうりつ,hōritsu,4
見つかる,to be discovered,みつかる,mitsukaru,4
港,harbour,みなと,minato,4
連れる,to lead,つれる,tsureru,4
見つける,to discover,みつける,mitsukeru,4
辞典,dictionary,じてん,jiten,4
乗り換える,to change between buses or trains,のりかえる,norikaeru,4
役に立つ,to be helpful,やくにたつ,yakunitatsu,4
写す,to copy or photograph,うつす,utsusu,4
理由,reason,りゆう,riyū,4
たまに,occasionally,,tamani,4
プレゼント,present,,purezento,4
いっぱい,full,,ippai,4
運動,to exercise,うんどう・する,undō-suru,4
見える,to be in sight,みえる,mieru,4
申し上げる,"(humble) to say, to tell",もうしあげる,mōshiageru,4
冷える,to grow cold,ひえる,hieru,4
痩せる,to become thin,やせる,yaseru,4
屋上,rooftop,おくじょう,okujō,4
ステレオ,stereo,,sutereo,4
そう,really,,sō,4
お土産,souvenir,おみやげ,omiyage,4
泥棒,thief,どろぼう,dorobō,4
お祭り,festival,おまつり,omatsuri,4
浅い,"shallow, superficial",あさい,asai,4
お見舞い,"calling on someone who is ill, enquiry",おみまい,omimai,4
アルバイト,part-time job,,arubaito,4
おつり,"change from purchase, balance",,otsuri,4
輸入,to import,ゆにゅう・する,yunyū-suru,4
人口,population,じんこう,jinkō,4
興味,an interest,きょうみ,kyōmi,4
時代,era,じだい,jidai,4
特急,limited express train (faster than an express train),とっきゅう,tokkyū,4
腕,arm,うで,ude,4
気分,mood,きぶん,kibun,4
上る,to rise,あがる,agaru,4
いただく,(humble) to receive,,itadaku,4
泊まる,to lodge at,とまる,tomaru,4
盗む,to steal,ぬすむ,nusumu,4
ひげ,beard,,hige,4
坂,"slope, hill",さか,saka,4
よろしい,"(respectful) OK, all right",,yoroshii,4
技術,"art, technology, skill",ぎじゅつ,gijutsu,4
為,in order to,ため,tame,4
小説,novel,しょうせつ,shōsetsu,4
調べる,to investigate,しらべる,shiraberu,4
趣味,hobby,しゅみ,shumi,4
運転手,driver,うんてんしゅ,untenshu,4
深い,deep,ふかい,fukai,4
林,"woods, forester",はやし,hayashi,4
小学校,elementary school,しょうがっこう,shōgakkō,4
まず,first of all,,mazu,4
気持ち,"feeling, mood",きもち,kimochi,4
思い出す,to remember,おもいだす,omoidasu,4
留守,absence,るす,rusu,4
続ける,to continue,つづける,tsuzukeru,4
草,grass,くさ,kusa,4
途中,on the way,とちゅう,tochū,4
できるだけ,as much as possible,,dekirudake,4
お宅,(polite) your house,おたく,otaku,4
召し上がる,(polite) to eat,めしあがる,meshiagaru,4
悲しい,sad,かなしい,kanashii,4
子,child,こ,ko,4
運転,to drive,うんてん・する,unten-suru,4
はっきり,clearly,,hakkiri,4
折る,to break or to fold,おる,oru,4
今度,"now, next time",こんど,kondo,4
アフリカ,Africa,,afurika,4
壊れる,to be broken,こわれる,kowareru,4
番組,television or radio program,ばんぐみ,bangumi,4
捕まえる,to seize,つかまえる,tsukamaeru,4
タイプ,"type, style",,taipu,4
毛,hair or fur,け,ke,4
落る,to fall or drop,おちる,ochiru,4
場合,situation,ばあい,baai,4
意見,opinion,いけん,iken,4
通る,to go through,とおる,tōru,4
着物,kimono,きもの,kimono,4
森,forest,もり,mori,4
市,city,し,shi,4
ほど,extent,,hodo,4
入院,to hospitalise,にゅういん・する,nyūin-suru,4
カーテン,curtain,,kāten,4
動く,to move,うごく,ugoku,4
ぜひ,without fail,,zehi,4
すばらしい,wonderful,,subarashii,4
参る,"(humble) to go, to come",まいる,mairu,4
ねっしん,enthusiasm,,nesshin,4
講堂,auditorium,こうどう,kōdō,4
もし,if,,moshi,4
ぬれる,to get wet,,nureru,4
非常に,extremely,ひじょうに,hijōni,4
文法,grammar,ぶんぽう,bunpō,4
表,the front,おもて,omote,4
おっしゃる,(respectful) to say,,ossharu,4
西洋,western countries,せいよう,seiyō,4
両方,both sides,りょうほう,ryōhō,4
払う,to pay,はらう,harau,4
地理,geography,ちり,chiri,4
あかちゃん,infant,,akachan,4
似る,to be similar,にる,niru,4
踊る,to dance,おどる,odoru,4
うれしい,glad,,ureshii,4
事故,accident,じこ,jiko,4
さっき,some time ago,,sakki,4
赤ん坊,baby,あかんぼう,akanbō,4
寂しい,lonely,さびしい,sabishii,4
複雑,"complexity, complication",ふくざつ,fukuzatsu,4
眠る,to sleep,ねむる,nemuru,4
近所,neighbourhood,きんじょ,kinjo,4
ごみ,rubbish,,gomi,4
例えば,for example,たとえば,tatoeba,4
チェック・する,to check,,chekku-suru,4
御主人,(honorable) your husband,ごしゅじん,goshujin,4
テキスト,"text, text book",,tekisuto,4
ごちそう,a feast,,gochisō,4
起す,to wake,おこす,okosu,4
テニス,tennis,,tenisu,4
パソコン,personal computer,,pasokon,4
研究,research,けんきゅう,kenkyū,4
聞こえる,to be heard,きこえる,kikoeru,4
間違える,to make a mistake,まちがえる,machigaeru,4
看護婦,female nurse,かんごふ,kangofu,4
会議室,meeting room,かいぎしつ,kaigishitsu,4
とこや,barber,,tokoya,4
試合,"match, game",しあい,shiai,4
止む,to stop,やむ,yamu,4
のど,throat,,nodo,4
戦争,war,せんそう,sensō,4
降り出す,to start to rain,ふりだす,furidasu,4
コンピュータ / コンピューター,computer,,konpyūta / konpyūtā,4
盛ん,"popularity, prosperous",さかん,sakan,4
取り替える,to exchange,とりかえる,torikaeru,4
支度,to prepare,したく・する,shitaku-suru,4
社会,"society, public",しゃかい,shakai,4
沸く,"to boil, to grow hot, to get excited",わく,waku,4
ちっとも,not at all (used with a negative verb),,chittomo,4
おかげ,owing to,,okage,4
ステーキ,steak,,sutēki,4
消しゴム,eraser,けしゴム,keshigomu,4
遠慮,"to be reserved, to be restrained",えんりょ・する,enryo-suru,4
工場,factory,こうじょう,kōjō,4
僕,I (used by males),ぼく,boku,4
招待,to invite,しょうたい・する,shōtai-suru,4
彼,"he, boyfriend",かれ,kare,4
妻,(humble) wife,つま,tsuma,4
石,stone,いし,ishi,4
簡単,simple,かんたん,kantan,4
残念,disappointment,ざんねん,zannen,4
血,blood,ち,chi,4
ピアノ,piano,,piano,4
おかしい,strange or funny,,okashii,4
家内,housewife,かない,kanai,4
試験,examination,しけん,shiken,4
布団,"Japanese bedding, futon",ふとん,futon,4
枝,"branch, twig",えだ,eda,4
二階建て,two storied,にかいだて,nikaidate,4
大学生,university student,だいがくせい,daigakusei,4
楽む,to enjoy oneself,たのしむ,tanoshimu,4
遠く,distant,とおく,tōku,4
今夜,tonight,こんや,kon'ya,4
決める,to decide,きめる,kimeru,4
なるべく,as much as possible,,narubeku,4
引き出す,to withdraw,ひきだす,hikidasu,4
明日,tomorrow,あす,asu,4
割れる,to break,われる,wareru,4
田舎,countryside,いなか,inaka,4
寺,temple,てら,tera,4
釣る,to fish,つる,tsuru,4
建てる,to build,たてる,tateru,4
久しぶり,after a long time,ひさしぶり,hisashiburi,4
男性,male,だんせい,dansei,4
割合,"rate, ratio, percentage",わりあい,wariai,4
相談,to discuss,そうだん・する,sōdan-suru,4
足す,to add a number,たす,tasu,4
社長,company president,しゃちょう,shachō,4
経験,to experience,けいけん・する,keiken-suru,4
訳,"meaning, reason",わけ,wake,4
足りる,to be enough,たりる,tariru,4
味噌,bean paste,みそ,miso,4
もらう,to receive,,morau,4
どんどん,more and more,,dondon,4
工業,the manufacturing industry,こうぎょう,kōgyō,4
終わり,the end,おわり,owari,4
いじめる,to tease,,ijimeru,4
立てる,to stand something up,たてる,tateru,4
歴史,history,れきし,rekishi,4
おいでになる,(respectful) to be,,oideninaru,4
うち,within,,uchi,4
それで,because of that,,sorede,4
ワープロ,word processor,,wāpuro,4
漫画,comic,まんが,manga,4
親,parents,おや,oya,4
安全,safety,あんぜん,anzen,4
案内,to guide,あんない・する,annai-suru,4
棚,shelves,たな,tana,4
不便,inconvenience,ふべん,fuben,4
間,a space,あいだ,aida,4
恥ずかしい,embarrassed,はずかしい,hazukashii,4
打つ,to hit,うつ,utsu,4
倒れる,to break down,たおれる,taoreru,4
光,light,ひかり,hikari,4
交通,"traffic, transportation",こうつう,kōtsū,4
やはり / やっぱり,"as I thought, absolutely",,yahari / yappari,4
スクリーン,screen,,sukurīn,4
細かい,"small, fine",こまかい,komakai,4
夫,husband,おっと,otto,4
差し上げる,(polite) to give,さしあげる,sashiageru,4
壊す,to break,こわす,kowasu,4
そんな,that sort of,,sonna,4
レジ,register,,reji,4
戻る,to turn back,もどる,modoru,4
国際,international,こくさい,kokusai,4
音,"sound, note",おと,oto,4
はず,it should be so,,hazu,4
必要,necessary,ひつよう,hitsuyō,4
産業,industry,さんぎょう,sangyō,4
進む,to make progress,すすむ,susumu,4
しばらく,little while,,shibaraku,4
鏡,mirror,かがみ,kagami,4
ソフト,soft,,sofuto,4
ちゃん,suffix for familiar female person,,chan,4
日,"day, sun",ひ,hi,4
珍しい,rare,めずらしい,mezurashii,4
都合,"circumstances, convenience",つごう,tsugō,4
忘れ物,lost article,わすれもの,wasuremono,4
驚く,to be surprised,おどろく,odoroku,4
逃げる,to escape,にげる,nigeru,4
心,"core, heart",こころ,kokoro,4
つもり,intention,,tsumori,4
中学校,"junior high school, middle school",ちゅうがっこう,chūgakkō,4
隅,"corner, nook",すみ,sumi,4
開く,to open an event,ひらく,hiraku,4
ジャム,jam,,jamu,4
決る,to be decided,きまる,kimaru,4
力,"strength, power",ちから,chikara,4
ねだん,price,,nedan,4
太る,to become fat,ふとる,futoru,4
計画,to plan,けいかく・する,keikaku-suru,4
勝つ,to win,かつ,katsu,4
眠い,sleepy,ねむい,nemui,4
先輩,senior,せんぱい,senpai,4
翻訳,translation,ほんやく,hon'yaku,4
女性,woman,じょせい,josei,4
形,shape,かたち,katachi,4
ご存じ,"knowing, acquaintance",ごぞんじ,gozonji,4
あんな,such,,anna,4
このごろ,"these days, nowadays",,konogoro,4
滑る,"to slide, to slip",すべる,suberu,4
沸かす,"to boil, to heat",わかす,wakasu,4
移る,to move house or transfer,うつる,utsuru,4
選ぶ,to choose,えらぶ,erabu,4
高校生,high school student,こうこうせい,kōkōsei,4
さ来週,the week after next,さらいしゅう,saraishū,4
うん,(informal) yes,,un,4
帰り,return,かえり,kaeri,4
湯,hot water,ゆ,yu,4
昔,"olden days, former",むかし,mukashi,4
味,flavour,あじ,aji,4
アジア,Asia,,ajia,4
人形,"doll, figure",にんぎょう,ningyō,4
治る,"to be cured, to heal",なおる,naoru,4
自由,freedom,じゆう,jiyū,4
パート,part time,,pāto,4
ガラス,a glass pane,,garasu,4
大事,"important, valuable, serious matter",だいじ,daiji,4
遅れる,to be late,おくれる,okureru,4
会場,assembly hall or meeting place,かいじょう,kaijō,4
あげる,to give,,ageru,4
利用,utilization,りよう,riyō,4
泳ぎ方,way of swimming,およぎかた,oyogikata,4
普通,"usually, or a train that stops at every station",ふつう,futsū,4
ガス,petrol,,gasu,4
必ず,"certainly, necessarily",かならず,kanarazu,4
競争,competition,きょうそう,kyōsō,4
承知,to consent,しょうち・する,shōchi-suru,4
焼く,"to bake, to grill",やく,yaku,4
別,different,べつ,betsu,4
過ぎる,to exceed,すぎる,sugiru,4
連絡,contact,れんらく,renraku,4
すると,then,,suruto,4
暮れる,"to get dark, to come to an end",くれる,kureru,4
喜ぶ,to be delighted,よろこぶ,yorokobu,4
習慣,"custom, manners",しゅうかん,shūkan,4
部長,head of a section,ぶちょう,buchō,4
祈る,to pray,いのる,inoru,4
水道,water supply,すいどう,suidō,4
とうとう,"finally, after all",,tōtō,4
道具,"tool, means",どうぐ,dōgu,4
ケーキ,cake,,kēki,4
郊外,outskirts,こうがい,kōgai,4
おもちゃ,toy,,omocha,4
最近,"latest, nowadays",さいきん,saikin,4
もちろん,of course,,mochiron,4
天気予報,weather forecast,てんきよほう,tenkiyohō,4
乗り物,vehicle,のりもの,norimono,4
亡くなる,to die,なくなる,nakunaru,4
尋ねる,to ask,たずねる,tazuneru,4
髪,hair,かみ,kami,4
売り場,place where things are sold,うりば,uriba,4
下着,underwear,したぎ,shitagi,4
鳴る,to sound,なる,naru,4
飛行場,airport,ひこうじょう,hikōjō,4
都,metropolitan,と,to,4
親切,kindness,しんせつ,shinsetsu,4
政治,"politics, government",せいじ,seiji,4
予約,reservation,よやく,yoyaku,4
泣く,to weep,なく,naku,4
すっと,"straight, all of a sudden",,sutto,4
君,(informal) You (used by men towards women),きみ,kimi,4
娘,(humble) daughter,むすめ,musume,4
踏む,to step on,ふむ,fumu,4
店員,shop assistant,てんいん,ten'in,4
通う,to commute,かよう,kayō,4
彼女,"she, girlfriend",かのじょ,kanojo,4
場所,location,ばしょ,basho,4
木綿,cotton,もめん,momen,4
畳,Japanese straw mat,たたみ,tatami,4
裏,reverse side,うら,ura,4
びっくり・する,to be surprised,,bikkuri-suru,4
地震,earthquake,じしん,jishin,4
湖,lake,みずうみ,mizūmi,4
危険,danger,きけん,kiken,4
出発,to depart,しゅっぱつ・する,shuppatsu-suru,4
予習,preparation for a lesson,よしゅう,yoshū,4
将来,"future, prospects",しょうらい,shōrai,4
遊び,play,あそび,asobi,4
変わる,to change,かわる,kawaru,4
柔道,judo,じゅうどう,jūdō,4
説明,explanation,せつめい,setsumei,4
返事,reply,へんじ,henji,4
特別,special,とくべつ,tokubetsu,4
下りる,to get off,おりる,oriru,4
暖房,heating,だんぼう,danbō,4
伝える,to report,つたえる,tsutaeru,4
展覧会,exhibition,てんらんかい,tenrankai,4
ガソリン,petrol,,gasorin,4
中々,considerably,なかなか,nakanaka,4
糸,thread,いと,ito,4
倍,double,ばい,bai,4
課長,section manager,かちょう,kachō,4
見物,sightseeing,けんぶつ,kenbutsu,4
ガソリンスタンド,petrol station,,gasorinsutando,4
席,seat,せき,seki,4
関係,relationship,かんけい,kankei,4
拝見,(humble) to look at,はいけん・する,haiken-suru,4
